OP,GPU_num,GPU_used,data_size(B),Bandwidth(GB/s)
all_reduce_perf,5,01346,16777216,226.57
all_reduce_perf,5,01347,16777216,228.98
all_reduce_perf,5,01356,16777216,227.41
all_reduce_perf,5,01357,16777216,227.53
all_reduce_perf,5,01367,16777216,226.90
all_reduce_perf,5,01456,16777216,226.13
all_reduce_perf,5,01457,16777216,227.69
all_reduce_perf,5,01467,16777216,227.40
all_reduce_perf,5,01567,16777216,226.83
all_reduce_perf,5,02345,16777216,226.22
all_reduce_perf,5,02346,16777216,226.12
all_reduce_perf,5,02347,16777216,225.65
all_reduce_perf,5,02356,16777216,227.58
all_reduce_perf,5,02357,16777216,226.05
all_reduce_perf,5,02367,16777216,226.52
all_reduce_perf,5,02456,16777216,227.51
all_reduce_perf,5,02457,16777216,227.36
all_reduce_perf,5,02467,16777216,226.91
all_reduce_perf,5,02567,16777216,225.80
all_reduce_perf,5,03456,16777216,227.92
all_reduce_perf,5,03457,16777216,227.96
all_reduce_perf,5,03467,16777216,228.67
all_reduce_perf,5,03567,16777216,227.89
all_reduce_perf,5,04567,16777216,227.73
all_reduce_perf,5,12345,16777216,227.82
all_reduce_perf,5,12346,16777216,227.63
all_reduce_perf,5,12347,16777216,229.03
all_reduce_perf,5,12356,16777216,227.65
all_reduce_perf,5,12357,16777216,228.90
all_reduce_perf,5,12367,16777216,226.15
all_reduce_perf,5,12456,16777216,226.76
all_reduce_perf,5,12457,16777216,226.28
all_reduce_perf,5,12467,16777216,226.61
all_reduce_perf,5,12567,16777216,226.96
all_reduce_perf,5,13456,16777216,227.69
all_reduce_perf,5,13457,16777216,226.78
all_reduce_perf,5,13467,16777216,226.18
all_reduce_perf,5,13567,16777216,228.91
all_reduce_perf,5,14567,16777216,226.53
all_reduce_perf,5,23456,16777216,225.85
all_reduce_perf,5,23457,16777216,227.53
all_reduce_perf,5,23467,16777216,226.44
all_reduce_perf,5,23567,16777216,227.96
all_reduce_perf,5,24567,16777216,227.46
all_reduce_perf,5,34567,16777216,227.57
all_reduce_perf,6,012345,16777216,228.45
all_reduce_perf,6,012346,16777216,228.15
all_reduce_perf,6,012347,16777216,229.85
all_reduce_perf,6,012356,16777216,229.11
all_reduce_perf,6,012357,16777216,228.58
all_reduce_perf,6,012367,16777216,227.57
all_reduce_perf,6,012456,16777216,229.57
all_reduce_perf,6,012457,16777216,228.49
all_reduce_perf,6,012467,16777216,229.02
all_reduce_perf,6,012567,16777216,225.88
all_reduce_perf,6,013456,16777216,230.11
all_reduce_perf,6,013457,16777216,229.33
all_reduce_perf,6,013467,16777216,228.93
all_reduce_perf,6,013567,16777216,227.00
all_reduce_perf,6,014567,16777216,227.08
all_reduce_perf,6,023456,16777216,229.59
all_reduce_perf,6,023457,16777216,229.23
all_reduce_perf,6,023467,16777216,227.74
all_reduce_perf,6,023567,16777216,226.89
all_reduce_perf,6,024567,16777216,228.00
all_reduce_perf,6,034567,16777216,230.14
all_reduce_perf,6,123456,16777216,230.79
all_reduce_perf,6,123457,16777216,229.86
all_reduce_perf,6,123467,16777216,228.66
all_reduce_perf,6,123567,16777216,227.88
all_reduce_perf,6,124567,16777216,227.26
all_reduce_perf,6,134567,16777216,227.83
all_reduce_perf,6,234567,16777216,227.77
all_reduce_perf,7,0123456,16777216,232.50
all_reduce_perf,7,0123457,16777216,233.96
all_reduce_perf,7,0123467,16777216,232.70
all_reduce_perf,7,0123567,16777216,232.77
all_reduce_perf,7,0124567,16777216,232.52
all_reduce_perf,7,0134567,16777216,232.89
all_reduce_perf,7,0234567,16777216,233.03
all_reduce_perf,7,1234567,16777216,233.72
all_reduce_perf,8,01234567,16777216,233.05
